answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
17831;qa;currency;"what is the exchange rate for the [currency_name : english pound] and [currency_name : us dollar]";"what is the exchange rate for the english pound and us dollar";"What is the exchange rate for the english pound and us $"
20497;qa;currency;"how much is two thousand five hundred [currency_name : philippine pesos] in [currency_name : dollars]";"how much is two thousand five hundred philippine pesos in dollars";"How much is 2500 Philippine pesos in [currency_source : dollars]?"
22721;qa;currency;"how many [currency_name : dollars] is twelve [currency_name : pesos]";"how many dollars is twelve pesos";"How many [currency_source : dollars] is 12 pesos"
17372;qa;currency;"exchange rate from [currency_name : cad] to [currency_name : u. s. d.]";"exchange rate from cad to u. s. d.";"Exchange rate from CAD to USD"
26782;qa;currency;"how much is one [currency_name : american dollars] worth in [currency_name : england]";"how much is one american dollars worth in england";"how much is 100 American dollers worth in England"
23785;qa;currency;"what is price of [currency_name : dollar]";"what is price of dollar";"what is price of dollar"
26518;qa;currency;"please let me know the exchange rate between [currency_name : indian rupees] and [currency_name : us]";"please let me know the exchange rate between indian rupees and us";"Please let me know the exchange rate between  Indian rupees and US$."
22038;qa;currency;"currency to currency rate";"currency to currency rate";"currency to currency rate"
22321;qa;currency;"what is the exchange rate of [currency_name : rupee] for [currency_name : dollar]";"what is the exchange rate of rupee for dollar";"What is the exchange rate of rupee for dollar ?"
20023;qa;currency;"what is the [currency_name : us dollar] and [currency_name : euro] exchange rate";"what is the us dollar and euro exchange rate";"What is the US dollar and Euro exchange rate."
26301;qa;currency;"let me know about the exchange rate of [currency_name : rupee] to [currency_name : dirham]";"let me know about the exchange rate of rupee to dirham";"Let me know about the exchange rate of Rupee to dirham"
26164;qa;currency;"how many [currency_name : dollars] are in a [currency_name : pound]";"how many dollars are in a pound";"How many [currency_source : dollars] are in a pound?"
26554;qa;currency;"exchange rate for converting ten [currency_name : dollar] to [currency_name : euro]";"exchange rate for converting ten dollar to euro";"Alexa, exchange rate for converting 1000 dollar to euro?"
21098;qa;currency;"what is six hundred [currency_name : euros] in [currency_name : u. s. d.]";"what is six hundred euros in u. s. d.";"What is [number] euros in USD?"
19730;qa;currency;"what is the [currency_name : dollar] exchange rate";"what is the dollar exchange rate";"what is the dollar exchange rte"
23239;qa;currency;"what is the [currency_name : dollar] against the [currency_name : pound]";"what is the dollar against the pound";"What is the dollar against the pound?"
18615;qa;currency;"please show me the exchange rate between the [currency_name : dollar] and the [currency_name : yen]";"please show me the exchange rate between the dollar and the yen";"Please show me the exchange rate between the dollar and the yen"
27214;qa;currency;"what is exchange for the [currency_name : us] and [currency_name : euro]";"what is exchange for the us and euro";"What is exchance for the US and Euro"
20952;qa;currency;"could you please tell me what is the rate for [currency_name : pound] to [currency_name : u. s. d.]";"could you please tell me what is the rate for pound to u. s. d.";"COULD YOU PLEASE TELL ME WHAT IS THE RATE FOR POUND TO USD"
19364;qa;currency;"how many [currency_name : euro] will i get for ten [currency_name : dollars]";"how many euro will i get for ten dollars";"How many Euro will I get for 100.00 [currency_source : dollars]"
23637;qa;currency;"give me the exchange rate between [currency_name : united states dollar] and [currency_name : canadian dollar]";"give me the exchange rate between united states dollar and canadian dollar";"Give me the exchange rate between United States Dollar and Canadian Dollar"
18202;qa;currency;"what is the exchange rate between [currency_name : us dollars] and [currency_name : bitcoin]";"what is the exchange rate between us dollars and bitcoin";"What is the exchange rate between US [currency_source : dollars] and bitcoin?"
27135;qa;currency;"how much money is one [currency_name : dollars] worth in [currency_name : denmark]";"how much money is one dollars worth in denmark";"How much money is 100 [currency_source : dollars] worth in denmark?"
