answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
6982;alarm;remove;"remove alarm of [time : seven thirty am] on [date : monday]";"remove alarm of seven thirty am on monday";"Remove alarm of 7.30 a.m. on monday"
22651;alarm;remove;"can you please remove the alarm";"can you please remove the alarm";"can you please remove the alarm"
12342;alarm;remove;"cancel alarm for [date : tenth of march two thousand seventeen]";"cancel alarm for tenth of march two thousand seventeen";"cancel alarm for 03/10/2017"
11868;alarm;remove;"this alarm needs to be permanently silenced";"this alarm needs to be permanently silenced";"This alarm needs to be permanently silenced."
5806;alarm;remove;"remove the alarm for [date : tomorrow]";"remove the alarm for tomorrow";"remove the alarm for tomorrow"
20532;alarm;remove;"i dont want any alarms";"i dont want any alarms";"i dont want any alarms"
22211;alarm;remove;"delete my [time : eight pm] alarm";"delete my eight pm alarm";"Delete my 8 pm alarm."
19884;alarm;remove;"remove [person : finlee's] bedtime alarm";"remove finlee's bedtime alarm";"Echo, remove Finlee's bedtime alarm"
11779;alarm;remove;"reset alarm";"reset alarm";"reset alarm"
1531;alarm;remove;"remove the alarm";"remove the alarm";"Remove the alarm"
22653;alarm;remove;"will you turn the alarm off for me";"will you turn the alarm off for me";"will you turn the alarm off for me?"
3736;alarm;remove;"remove my [timeofday : morning] alarm";"remove my morning alarm";"remove my morning alarm"
3982;alarm;remove;"delete my alarm for [time : eight am]";"delete my alarm for eight am";"Delete my alarm for 8am"
3983;alarm;remove;"remove my alarm for [date : tomorrow] [timeofday : morning]";"remove my alarm for tomorrow morning";"Remove my alarm for tomorrow morning"
22210;alarm;remove;"remove [time : seven am] alarm";"remove seven am alarm";"Remove 7am alarm."
17612;alarm;remove;"cancel the alarm at [time : four am] [time : ten pm]";"cancel the alarm at four am ten pm";"Cancel the alarm at xx:yy am/pm"
7326;alarm;remove;"turn off the alarm";"turn off the alarm";"turn off the alarm"
8759;alarm;remove;"snooze";"snooze";"snooze"
