answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
25425;news;query;"latest updates";"latest updates";"latest updates"
15662;news;query;"hey olly tell my [date : today's] top news";"hey olly tell my today's top news";"hey siri tell my today's top news"
10422;news;query;"is there any new [news_topic : environmental] news";"is there any new environmental news";"Is there any new environmental news?"
1755;news;query;"[media_type : hackernews]";"hackernews";"Olly Hackernews"
17948;news;query;"look up news articles about [person : trump]";"look up news articles about trump";"Look up news articles about Trump"
10845;news;query;"headline news for [place_name : texas]";"headline news for texas";"Headline news for Texas"
8441;news;query;"give me the [news_topic : winning numbers to the powerball lottery]";"give me the winning numbers to the powerball lottery";"Give me the winning numbers to the powerball lottery."
20585;news;query;"[news_topic : dea guam prescription drug abuse on the rise]";"dea guam prescription drug abuse on the rise";"DEA: Guam prescription drug abuse on the rise"
16891;news;query;"what is the latest news from [media_type : cbs]";"what is the latest news from cbs";"WHat is the latest news from CBS?"
26263;news;query;"what's going on at the [place_name : capitol]";"what's going on at the capitol";"What's going on at the capitol?"
16524;news;query;"please find me the pe most recent news on";"please find me the pe most recent news on";"Please find me the most recent news on"
2754;news;query;"what is new news for [date : today]";"what is new news for today";"what is new news for today"
12552;news;query;"what are the most recent headlines on [media_type : cnn]";"what are the most recent headlines on cnn";"Cortana, what are the most recent headlines on CNN?"
10560;news;query;"is anything different [date : today] about [news_topic : blank]";"is anything different today about blank";"Is anything different today about blank"
15430;news;query;"what's happening [date : today]";"what's happening today";"What's happening today?"
25685;news;query;"search for the latest news about [news_topic : iphone]";"search for the latest news about iphone";"Search for the latest news about Iphone"
11857;news;query;"what is new in [news_topic : politics] [date : today] can you filter out [person : trump] news though";"what is new in politics today can you filter out trump news though";"What is new in politics today? Can you filter out Trump news though?"
6239;news;query;"what went on in the world [date : today]";"what went on in the world today";"What went on in the world today?"
21690;news;query;"how are things in the [place_name : world]";"how are things in the world";"How are things in the world?"
