answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
7971;social;post;"announce a comment in [media_type : facebook]";"announce a comment in facebook";"announce a comment in facebook"
25856;social;post;"write a [media_type : tweet] telling [business_name : macy's] that they should be shutting down instead of jcpenney";"write a tweet telling macy's that they should be shutting down instead of jcpenney";"Write a tweet telling Macy's that they should be shutting down instead of JCPenney."
24312;social;post;"send a [media_type : tweet] to [business_name : tmobile] for rude employees";"send a tweet to tmobile for rude employees";"Send a tweet to TMobile for rude employees."
23763;social;post;"[media_type : tweet] my complaint and mention this [business_name : costumer service]";"tweet my complaint and mention this costumer service";"Tweet my complaint and mention this costumer service"
19846;social;post;"please [media_type : tweet] waited sixty five minutes for a table at tgi fridays never going back";"please tweet waited sixty five minutes for a table at tgi fridays never going back";"Please tweet 'Waited 65 minutes for a table at TGI Fridays.  Never going back'"
18330;social;post;"two thumbs down [business_name : @companyname]";"two thumbs down @companyname";"Two thumbs down @companyname"
20918;social;post;"please [media_type : tweet] for me about the bad service rended by the taj restaurant";"please tweet for me about the bad service rended by the taj restaurant";"PLEASE TWEET FOR ME ABOUT THE BAD SERVICE RENDED BY THE TAJ RESTURANT."
23254;social;post;"heading to gym please post to [media_type : facebook]";"heading to gym please post to facebook";"Heading to gym..please post to Facebook."
9041;social;post;"change my status to chillin";"change my status to chillin";"PDA change my status to chillin."
25753;social;post;"open [media_type : twitter] and add complaint on doctor patel's feed";"open twitter and add complaint on doctor patel's feed";"Open Twitter and add complaint on Doctor Patel's feed."
22699;social;post;"[media_type : tweet] a complaint to [business_name : local municipality]";"tweet a complaint to local municipality";"tweet a complaint to local municipality"
18495;social;post;"send a [media_type : tweet] about [business_name : sonys] volume issues";"send a tweet about sonys volume issues";"Send a tweet about sonys volume issues"
16612;social;post;"[media_type : tweet] to [business_name : mcdonalds] saying that i found a hair in their burger";"tweet to mcdonalds saying that i found a hair in their burger";"Tweet to McDonalds saying that I found a hair in their burger."
26177;social;post;"have a moan at [business_name : easyjet]";"have a moan at easyjet";"Have a moan at Easyjet"
2038;social;post;"go to [media_type : social media] and post the following status";"go to social media and post the following status";"go to social media and post the following status"
20979;social;post;"[media_type : tweet] complaint to [business_name : american eagle customer service]";"tweet complaint to american eagle customer service";"Tweet complaint to American Eagle customer service."
20099;social;post;"[media_type : tweet] this tweet coffee was too hot and at this company [business_name : costa coffee]";"tweet this tweet coffee was too hot and at this company costa coffee";"Tweet this tweet ___________ and at this company"
17736;social;post;"[media_type : tweet] long wait time and unprofessional employees";"tweet long wait time and unprofessional employees";"Tweet long wait time and unprofessional employees."
14765;social;post;"please post happy [event_name : birthday] usa on my [media_type : newsfeed]";"please post happy birthday usa on my newsfeed";"Please post Happy Birthday USA on my newsfeed."
