answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
4410;lists;remove;"delete the [list_name : dog list] for me";"delete the dog list for me";"Delete the dog list for me"
2811;lists;remove;"delete item on list";"delete item on list";"delete item on list"
19297;lists;remove;"remove the milk from the [list_name : shopping] list";"remove the milk from the shopping list";"remove the milk from the shopping list"
14641;lists;remove;"please delete list titled [list_name : kickball]";"please delete list titled kickball";"Please delete list titled KICKBALL."
12110;lists;remove;"remove this list from the others";"remove this list from the others";"Remove this list from the others"
14516;lists;remove;"please delete the last song that played from the playlist";"please delete the last song that played from the playlist";"Please delete the last song that played from the playlist."
15821;lists;remove;"remove my [list_name : grocery] list";"remove my grocery list";"remove my grocery list"
2138;lists;remove;"take item off list";"take item off list";"take item off list"
12877;lists;remove;"please tell me how can I remove the item";"please tell me how can I remove the item";"please tell me how cani remove the item"
16905;lists;remove;"erase [list_name : shopping] list";"erase shopping list";"Erase Shopping List"
6959;lists;remove;"all food items with the prefix dry should be taken away from the list";"all food items with the prefix dry should be taken away from the list";"All food items with the prefix dry should be taken away from the list."
13071;lists;remove;"remove [list_name : soccer] list from notes";"remove soccer list from notes";"Remove Soccer list from notes"
13937;lists;remove;"remove [meal_type : lunch] with [relation : co workers] on [date : thursday]";"remove lunch with co workers on thursday";"Remove lunch with co workers on Thursday"
5447;lists;remove;"move buying eggs item to trash from [list_name : to do] list";"move buying eggs item to trash from to do list";"move 'buying eggs' item to trash from to do list"
14901;lists;remove;"delete that item from the list";"delete that item from the list";"Delete that item from the list"
3190;lists;remove;"delete [list_name : happy dance] playlist";"delete happy dance playlist";"Delete x playlist"
13203;lists;remove;"this item should be removed from list";"this item should be removed from list";"This item should be removed from list"
22310;lists;remove;"i don't want eggs";"i don't want eggs";"I don't want eggs"
7353;lists;remove;"i want you to remove the item from the list";"i want you to remove the item from the list";"i want you to remove the item from the list"
