answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
1682;iot;hue_lightchange;"please make the lights [color_type : watching friendly]";"please make the lights watching friendly";"please make the lights watching friendly"
6799;iot;hue_lightchange;"change [house_place : house] light colors to [color_type : blue]";"change house light colors to blue";"Change house light colors to blue"
10760;iot;hue_lightchange;"change the colours please";"change the colours please";"Change the colours please"
13017;iot;hue_lightchange;"change lights from [color_type : red] to [color_type : blue]";"change lights from red to blue";"Change lights from red to blue"
10829;iot;hue_lightchange;"i need to change the color of this light";"i need to change the color of this light";"I need to change the color of this light."
10830;iot;hue_lightchange;"can i change this light to [color_type : orange]";"can i change this light to orange";"Can I change this light to orange?"
1773;iot;hue_lightchange;"make the lights [color_type : shine blue]";"make the lights shine blue";"make the lights shine blue"
2335;iot;hue_lightchange;"change the lights in the [house_place : kitchen] to [color_type : blue]";"change the lights in the kitchen to blue";"change the lights in the kitfchen to blue"
15826;iot;hue_lightchange;"hey olly chance the current light settings";"hey olly chance the current light settings";"hey siri chance the current light settings"
13800;iot;hue_lightchange;"i would like the like in the [house_place : kitchen] to be a different color";"i would like the like in the kitchen to be a different color";"I would like the like in the kitchen to be a different color"
11910;iot;hue_lightchange;"can you do me a favor my eyes are feeling strained on these lights can you please change it to a [color_type : cooler tone]";"can you do me a favor my eyes are feeling strained on these lights can you please change it to a cooler tone";"Can you do me a favor, my eyes are feeling strained on these lights, can you please change it to a cooler tone?"
19476;iot;hue_lightchange;"change color";"change color";"change color"
5995;iot;hue_lightchange;"change the light colour to [color_type : green]";"change the light colour to green";"Change the light colour to green"
18073;iot;hue_lightchange;"switch lights to dim [color_type : red]";"switch lights to dim red";"Switch lights to dim red, we bout to get frisky in here."
11035;iot;hue_lightchange;"turn the [house_place : living room] lights [change_amount : to one percent]";"turn the living room lights to one percent";"Turn the living room lights to 100%"
9895;iot;hue_lightchange;"change the lights in the [house_place : house] to [color_type : green]";"change the lights in the house to green";"Change the lights in the house to green."
11246;iot;hue_lightchange;"change light colour to [color_type : blue]";"change light colour to blue";"olly change light colour to blue"
5092;iot;hue_lightchange;"hey can you make it [color_type : blue] in [house_place : here]";"hey can you make it blue in here";"Hey PDA, can you make it blue in here?"
18543;iot;hue_lightchange;"switch the lights to [color_type : blue]";"switch the lights to blue";"Switch the lights to blue"
