answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
14626;recommendation;locations;"whats the best [business_type : place to eat] near here";"whats the best place to eat near here";"olly whats the best place to eat near here"
5763;recommendation;locations;"whats around";"whats around";"whats around, PDA."
20649;recommendation;locations;"show [business_type : shops] around [place_name : second street]";"show shops around second street";"show shops around second street"
674;recommendation;locations;"what's the best [business_type : chicken place] near me";"what's the best chicken place near me";"what's the best chicken place near me"
10711;recommendation;locations;"where is the best [food_type : pizza] on [place_name : sixth street]";"where is the best pizza on sixth street";"Where is the best pizza on sixth street?"
11689;recommendation;locations;"find a shop that sells [drink_type : beer]";"find a shop that sells beer";"Olly, find a shop that sells beer"
11690;recommendation;locations;"what stores have clearance";"what stores have clearance";"Olly, what stores have clearance?"
14986;recommendation;locations;"please look up local [business_type : restaurants] that are open now";"please look up local restaurants that are open now";"Please look up local restaurants that are open now."
680;recommendation;locations;"what [business_type : pubs] are close to me";"what pubs are close to me";"what pubs are close to me."
3850;recommendation;locations;"what is a good [business_type : lave to eat] near me";"what is a good lave to eat near me";"Olly, what is a good lave to eat near me?"
26611;recommendation;locations;"i need to know where to get [food_type : chicken wings] in [place_name : benton ar]";"i need to know where to get chicken wings in benton ar";"i need to know where to get chicken wings in benton ar"
16166;recommendation;locations;"can you find me a [business_type : furniture store] near me";"can you find me a furniture store near me";"Can you find me a furniture store near me?"
19934;recommendation;locations;"list of the nearby [business_type : restaurant]";"list of the nearby restaurant";"List of the nearby restaurant."
11962;recommendation;locations;"whats a good place to eat around [place_name : midtown new york]";"whats a good place to eat around midtown new york";"Whats a good place to eat around Midtown New York?"
12083;recommendation;locations;"are there any [business_type : shopping centers] nearby";"are there any shopping centers nearby";"are there any shopping centers nearby"
9910;recommendation;locations;"where is a good [business_type : wine bar] near me";"where is a good wine bar near me";"Where is a good wine bar near me?"
16167;recommendation;locations;"i want to find some [food_type : chinese] food what is near me";"i want to find some chinese food what is near me";"I want to find some Chinese food, what is near me?"
16431;recommendation;locations;"where is a [business_type : theatre] in my area";"where is a theatre in my area";"Where is a theatre in my area?"
9352;recommendation;locations;"recommend a local [food_type : steak] [business_type : restaurant]";"recommend a local steak restaurant";"Olly recommend a local steak restaurant."
