answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
15941;email;querycontact;"where does [person : john smith] live and what is his [personal_info : phone number]";"where does john smith live and what is his phone number";"where does john smith live and what is his phone number"
21590;email;querycontact;"when was the last time that i spoke to [person : john]";"when was the last time that i spoke to john";"When was the last time that I spoke to John?"
13533;email;querycontact;"make a call to";"make a call to";"make a call to"
89;email;querycontact;"what's the [personal_info : email address] of [person : silvia]";"what's the email address of silvia";"What's the email address of Silvia?"
21533;email;querycontact;"please find a [personal_info : mail address] of [person : manoj] and tell me";"please find a mail address of manoj and tell me";"Please find a mail address of Manoj and tell me."
9665;email;querycontact;"check in contacts";"check in contacts";"Check in contacts"
13074;email;querycontact;"does [person : mary smith] live on [place_name : main street]";"does mary smith live on main street";"Does Mary Smith live on Main Street?"
3094;email;querycontact;"hey ms the [personal_info : email address] of [person : john miller]";"hey ms the email address of john miller";"Hey Ms the email address of John Miller."
2962;email;querycontact;"what is [personal_info : email id] of [person : john]";"what is email id of john";"What is email id of John."
2963;email;querycontact;"how many [personal_info : numbers] are saved for [person : alex]";"how many numbers are saved for alex";"How many numbers are saved for Alex."
13659;email;querycontact;"what's [person : john's] home [personal_info : phone number]";"what's john's home phone number";"Olly what's John's home phone number?"
17855;email;querycontact;"what do you know about [person : mary]";"what do you know about mary";"What do you know about Mary?"
10523;email;querycontact;"who is the most frequently called person in my [device_type : phone book]";"who is the most frequently called person in my phone book";"Who is the most frequently called person in my phone book?"
15565;email;querycontact;"what is [person : joe joe's] [personal_info : home address]";"what is joe joe's home address";"what is joe joe's home address"
22996;email;querycontact;"please let me know when is [person : sam's] [event_name : birthday]";"please let me know when is sam's birthday";"Please let me know when is Sam's birthday"
24824;email;querycontact;"call [person : raju] [personal_info : phone number]";"call raju phone number";"Call Raju phone number"
9355;email;querycontact;"open the contact [person : alex] in phonebook";"open the contact alex in phonebook";"Open the contact x(Contact Name) in phonebook"
18663;email;querycontact;"what is [relation : my daughter's] [personal_info : phone number]";"what is my daughter's phone number";"What is my daughter's phone number."
8169;email;querycontact;"tell me the [personal_info : office address] of my [relation : brother]";"tell me the office address of my brother";"Tell me the office address of my brother"
