answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
759;general;praise;"that's helpful,.";"that's helpful,.";"that's helpful,."
42;general;praise;"that's perfect, musch appreciated.";"that's perfect, musch appreciated.";"that's perfect, musch appreciated."
305;general;praise;"thank you so much.";"thank you so much.";"thank you so much."
487;general;praise;"fantastic job, you did well, olly.";"fantastic job, you did well, olly.";"fantastic job, you did well, olly."
87;general;praise;"perfect work, you've done well, olly.";"perfect work, you've done well, olly.";"perfect work, you've done well, olly."
580;general;praise;"appreciate your helping, olly.";"appreciate your helping, olly.";"appreciate your helping, olly."
234;general;praise;"it is great one, thank you.";"it is great one, thank you.";"it is great one, thank you."
163;general;praise;"you did awesome job,.";"you did awesome job,.";"you did awesome job,."
147;general;praise;"that's wonderful work, thank you.";"that's wonderful work, thank you.";"that's wonderful work, thank you."
282;general;praise;"you've done it right thank you so much.";"you've done it right thank you so much.";"you've done it right thank you so much."
412;general;praise;"you helped a lot, i appreciate it, olly.";"you helped a lot, i appreciate it, olly.";"you helped a lot, i appreciate it, olly."
731;general;praise;"it's useful,, olly.";"it's useful,, olly.";"it's useful,, olly."
96;general;praise;"you have done that correctly thanks.";"you have done that correctly thanks.";"you have done that correctly thanks."
140;general;praise;"thanks, it's perfect, olly.";"thanks, it's perfect, olly.";"thanks, it's perfect, olly."
322;general;praise;"that's cool, thank you very much, olly.";"that's cool, thank you very much, olly.";"that's cool, thank you very much, olly."
67;general;praise;"you are awesome, thanks.";"you are awesome, thanks.";"you are awesome, thanks."
50;general;praise;"i appreciate your helping.";"i appreciate your helping.";"i appreciate your helping."
611;general;praise;"you are so helpful, musch appreciated, olly.";"you are so helpful, musch appreciated, olly.";"you are so helpful, musch appreciated, olly."
115;general;praise;"you've done it correctly thank you.";"you've done it correctly thank you.";"you've done it correctly thank you."
