answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
8857;recommendation;movies;"which [movie_type : rom com] movie can i watch in theatres around [place_name : new york]";"which rom com movie can i watch in theatres around new york";"Which rom-com movie can I watch in theatres around New York"
26797;recommendation;movies;"can you tell me what movies are playing at the movies [timeofday : tonight]";"can you tell me what movies are playing at the movies tonight";"Can you tell me what movies are playing at the movies tonight?"
12466;recommendation;movies;"what movies are playing at [place_name : theatres] near me";"what movies are playing at theatres near me";"What movies are playing at theatres near me"
7679;recommendation;movies;"show me theatre where [movie_name : pirates of caribbean] is playing";"show me theatre where pirates of caribbean is playing";"Show me theatre where pirates of Caribbean is playing"
15256;recommendation;movies;"what new movies are good";"what new movies are good";"What new movies are good?"
8961;recommendation;movies;"what is the biggest [movie_type : blockbuster] [date : this week]";"what is the biggest blockbuster this week";"What is the biggest blockbuster this week"
9797;recommendation;movies;"find an oscar nominee movie";"find an oscar nominee movie";"Find an Oscar nominee movie"
2399;recommendation;movies;"recommend a [event_name : movie] which is released [date : last Friday]";"recommend a movie which is released last Friday";"Recommend a movie which is released last Friday"
10203;recommendation;movies;"[movie_name : training day]";"training day";"Training Day"
9065;recommendation;movies;"is [movie_name : swat] a good movie";"is swat a good movie";"Olly is Swat a good movie"
