answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
578;general;explain;"once again clarify me about your answers please.";"once again clarify me about your answers please.";"once again clarify me about your answers please."
307;general;explain;"don't get this.";"don't get this.";"don't get this."
675;general;explain;"explain it further please.";"explain it further please.";"explain it further please."
683;general;explain;"s1, rephrase me more on it.";"s1, rephrase me more on it.";"s1, rephrase me more on it."
35;general;explain;"would you elaborate again to me please.";"would you elaborate again to me please.";"would you elaborate again to me please."
353;general;explain;"would you once again clarify me about your response please.";"would you once again clarify me about your response please.";"would you once again clarify me about your response please."
626;general;explain;"would you explain further on it to me please.";"would you explain further on it to me please.";"would you explain further on it to me please."
462;general;explain;"i am unclear about your response.";"i am unclear about your response.";"i am unclear about your response."
420;general;explain;"s1, please elaborate further on it to me.";"s1, please elaborate further on it to me.";"s1, please elaborate further on it to me."
559;general;explain;"please explain again to me.";"please explain again to me.";"please explain again to me."
667;general;explain;"further explain.";"further explain.";"further explain."
540;general;explain;"s1, again clarify your answers please.";"s1, again clarify your answers please.";"s1, again clarify your answers please."
275;general;explain;"it was not clear.";"it was not clear.";"it was not clear."
192;general;explain;"s1, would you please further clarify me on your answers.";"s1, would you please further clarify me on your answers.";"s1, would you please further clarify me on your answers."
434;general;explain;"s2, i was not so clear about what you said now.";"s2, i was not so clear about what you said now.";"s2, i was not so clear about what you said now."
333;general;explain;"s1, could you rephrase further on what you have said to me please.";"s1, could you rephrase further on what you have said to me please.";"s1, could you rephrase further on what you have said to me please."
19;general;explain;"could you clarify me on it further.";"could you clarify me on it further.";"could you clarify me on it further."
395;general;explain;"could you please again clarify your answer to me.";"could you please again clarify your answer to me.";"could you please again clarify your answer to me."
151;general;explain;"please explain me more on what you said.";"please explain me more on what you said.";"please explain me more on what you said."
