answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
11598;qa;factoid;"when is president's day";"when is president's day";"PDA when is President's Day?"
15930;qa;factoid;"[artist_name : michael jackson] family background";"michael jackson family background";"Michael Jackson family background."
3689;qa;factoid;"what is [person : clint eastwood] doing these days";"what is clint eastwood doing these days";"What is Clint Eastwood doing these days?"
21100;qa;factoid;"what country has the most population";"what country has the most population";"What country has the most population?"
21805;qa;factoid;"what is glass made of";"what is glass made of";"what is glass made of?"
20466;qa;factoid;"where [person : jackie chan] currently live";"where jackie chan currently live";"Where jackie chan currently live"
24988;qa;factoid;"how tall is [place_name : roraima mount]";"how tall is roraima mount";"How tall is Roraima Mount?"
23425;qa;factoid;"tell me distance between sun and moon";"tell me distance between sun and moon";"tell me distance between sun and moon"
25331;qa;factoid;"what is [person : elvis] favorite ride";"what is elvis favorite ride";"what is elvis favorite ride"
27162;qa;factoid;"find me the perfect girlfriend";"find me the perfect girlfriend";"Olly, find me the perfect girlfriend."
2958;qa;factoid;"what is the plot of the most recent [person : will smith] movie";"what is the plot of the most recent will smith movie";"What is the plot of the most recent Will Smith movie?"
20465;qa;factoid;"how many kids [person : jackie chan] does have";"how many kids jackie chan does have";"How many kids jackie chan does have"
19824;qa;factoid;"tell me about [person : neal adams]";"tell me about neal adams";"Tell me about Neal Adams"
21114;qa;factoid;"give me a geographic fact about [place_name : vilnius]";"give me a geographic fact about vilnius";"Give me a geographic fact about..."
15868;qa;factoid;"what is the temperature right now in [place_name : new york]";"what is the temperature right now in new york";"What is the temperature right now in New York?"
25301;qa;factoid;"area of [place_name : north america]";"area of north america";"area of north america"
6898;qa;factoid;"do you know actor [person : surya]";"do you know actor surya";"Do you know actor surya?"
19459;qa;factoid;"when was born [person : abraham lincoln]";"when was born abraham lincoln";"When was born Abraham Lincoln?"
24244;qa;factoid;"did [person : angelina jolie] leave [person : brad pitt]";"did angelina jolie leave brad pitt";"Ok Google, did Angelina Jolie leave Brad Pitt?"
