answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
10935;iot;cleaning;"start vacuuming";"start vacuuming";"Start vacuuming"
4386;iot;cleaning;"turn on the [device_type : vacuum] now";"turn on the vacuum now";"Turn on the vacuum now"
14488;iot;cleaning;"turn on the [device_type : roomba] for me";"turn on the roomba for me";"turn on the roomba for me"
1900;iot;cleaning;"start a [device_type : vacuum cleaner]";"start a vacuum cleaner";"Start a vacuum cleaner"
16684;iot;cleaning;"vacuum the [house_place : living room] carpet";"vacuum the living room carpet";"Vacuum the living room carpet"
6915;iot;cleaning;"switch on the [device_type : vacuum cleaner]";"switch on the vacuum cleaner";"switch on the vaccum cleaner"
8233;iot;cleaning;"please activate my [device_type : vacuum cleaner]";"please activate my vacuum cleaner";"please activate my vacuum cleaner."
22920;iot;cleaning;"clear the dust and then on the [device_type : cleaner]";"clear the dust and then on the cleaner";"clear the dust and then on the cleaner"
25393;iot;cleaning;"start [device_type : irobot]";"start irobot";"Start irobot"
22918;iot;cleaning;"activate the [device_type : cleaner] for [house_place : furniture] cleaning";"activate the cleaner for furniture cleaning";"activate the cleaner for furniture cleaning"
22041;iot;cleaning;"have the [device_type : roomba] run the [house_place : living room]";"have the roomba run the living room";"have the roomba run the living room"
610;iot;cleaning;"enable [device_type : cleaner robot]";"enable cleaner robot";"Enable cleaner robot"
25394;iot;cleaning;"make [device_type : vacuum cleaner] start";"make vacuum cleaner start";"Make vacuum cleaner start"
10108;iot;cleaning;"how do i start the [device_type : robot vacuum cleaner]";"how do i start the robot vacuum cleaner";"PDA, how do I start the robot vacuum cleaner?"
16215;iot;cleaning;"switch on the [device_type : roomba]";"switch on the roomba";"Switch on the roomba."
11338;iot;cleaning;"please start vacuuming";"please start vacuuming";"please start vacuuming"
