answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
123;general;confirm;"would you please check and confirm it.";"would you please check and confirm it.";"would you please check and confirm it."
197;general;confirm;"could you check instruction.";"could you check instruction.";"could you check instruction."
176;general;confirm;"i like you to check it please.";"i like you to check it please.";"i like you to check it please."
71;general;confirm;"could you check it.";"could you check it.";"could you check it."
379;general;confirm;"did you get the detail correctly?";"did you get the detail correctly?";"did you get the detail correctly?"
419;general;confirm;"please check last thing said.";"please check last thing said.";"please check last thing said."
75;general;confirm;"can you confirm what just said please.";"can you confirm what just said please.";"can you confirm what just said please."
323;general;confirm;"i'd like you check my last question please.";"i'd like you check my last question please.";"i'd like you check my last question please."
144;general;confirm;"would you please check what i last said.";"would you please check what i last said.";"would you please check what i last said."
329;general;confirm;"could you please check and confirm last thing i said.";"could you please check and confirm last thing i said.";"could you please check and confirm last thing i said."
189;general;confirm;"can you check and confirm what said please.";"can you check and confirm what said please.";"can you check and confirm what said please."
441;general;confirm;"i'd like you check and confirm that please.";"i'd like you check and confirm that please.";"i'd like you check and confirm that please."
352;general;confirm;"can you please check the last thing i said.";"can you please check the last thing i said.";"can you please check the last thing i said."
93;general;confirm;"would you check and confirm detail please.";"would you check and confirm detail please.";"would you check and confirm detail please."
14;general;confirm;"check and confirm the instruction please.";"check and confirm the instruction please.";"check and confirm the instruction please."
413;general;confirm;"would you check my last command.";"would you check my last command.";"would you check my last command."
514;general;confirm;"did you get last thing i said correctly?";"did you get last thing i said correctly?";"did you get last thing i said correctly?"
165;general;confirm;"i want you to check what i just said please.";"i want you to check what i just said please.";"i want you to check what i just said please."
366;general;confirm;"would you confirm the last thing i said please.";"would you confirm the last thing i said please.";"would you confirm the last thing i said please."
