answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
23272;qa;currency;"how much [currency_name : yens] per [currency_name : u. s. d.] [date : today]";"how much yens per u. s. d. today";"How much Yens per USD today?"
24289;qa;currency;"current forex rates";"current forex rates";"current forex rates"
21796;qa;currency;"how much is the [currency_name : dollar] verus the [currency_name : pound]";"how much is the dollar verus the pound";"how much is the dollar verus the pound"
26543;qa;currency;"[currency_name : dollar] rate of [currency_name : philippiness peso]";"dollar rate of philippiness peso";"Dollar rate of Philippiness peso"
18204;qa;currency;"find me the exchange rate between [currency_name : dollars] and [currency_name : bitcoin]";"find me the exchange rate between dollars and bitcoin";"Find me the exchange rate between [currency_source : dollars] and bitcoin."
24227;qa;currency;"currency exchange";"currency exchange";"currency exchange"
17109;qa;currency;"what is a [currency_name : peso] worth in [currency_name : dollars]";"what is a peso worth in dollars";"what is a peso worth in [currency_source : dollars]"
18203;qa;currency;"look up the exchange rate between [currency_name : dollars] and [currency_name : bitcoin]";"look up the exchange rate between dollars and bitcoin";"Look up the exchange rate between [currency_source : dollars] and bitcoin."
18344;qa;currency;"how many bots are in a [currency_name : dollar]";"how many bots are in a dollar";"How many bots are in a dollar"
26165;qa;currency;"if i have twenty [currency_name : dollars] how many francs is that";"if i have twenty dollars how many francs is that";"If I have $20 how many Francs is that?"
18153;qa;currency;"how many [currency_name : american dollars] are in a [currency_name : euro]";"how many american dollars are in a euro";"How many American [currency_source : dollars] are in a Euro?"
20567;qa;currency;"siri what is [currency_name : dollars] in [currency_name : yen]";"siri what is dollars in yen";"Siri, what is $10 in Ten?"
22183;qa;currency;"show exchange rate of [currency_name : u. s. d.] and [currency_name : inr]";"show exchange rate of u. s. d. and inr";"show exchange rate of USD and INR"
25886;qa;currency;"how many [currency_name : pesos] to an [currency_name : american dollar]";"how many pesos to an american dollar";"How many pesos to an American dollar?"
17538;qa;currency;"current currency rate";"current currency rate";"current currencys rate"
24943;qa;currency;"what's [currency_name : euro] [currency_name : u. s. d.] right now";"what's euro u. s. d. right now";"What's EUR USD right now?"
26406;qa;currency;"what is the current value of [currency_name : yen] in [currency_name : american] money";"what is the current value of yen in american money";"What is the current value of 10k yen in american money?"
16645;qa;currency;"what is the [currency_name : us dollar] [currency_name : euro] exchange rate";"what is the us dollar euro exchange rate";"What is the US Dollar Euro exchange rate?"
18727;qa;currency;"how much is twenty two [currency_name : usd] in [currency_name : euros]";"how much is twenty two usd in euros";"How much is 22USD in euros"
