answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
18154;social;post;"[media_type : tweet] my complaint about my truck to consumer digest";"tweet my complaint about my truck to consumer digest";"Tweet my complaint about my truck to Consumer Digest."
25621;social;post;"[media_type : tweet] to [business_name : amazon] about late delivery of my tv";"tweet to amazon about late delivery of my tv";"Tweet to Amazon about late delivery of my TV"
26686;social;post;"please [media_type : tweet] a complaint about slow service at [business_name : applebee's]";"please tweet a complaint about slow service at applebee's";"Please tweet a complaint about slow service at Applebee's"
3073;social;post;"please post this picture on [media_type : facebook]";"please post this picture on facebook";"please post this picture on facebook"
23124;social;post;"complain for cheating";"complain for cheating";"complain for cheating"
25961;social;post;"hello can you give the contact details for a particular service centre";"hello can you give the contact details for a particular service centre";"Hello can you give the contact details for a particular service centre."
9928;social;post;"post i am happy to [media_type : facebook]";"post i am happy to facebook";"Post I am happy to Facebook."
25017;social;post;"put this on my [media_type : facebook]";"put this on my facebook";"PDA name put this on my facebook"
25962;social;post;"what is the customer service feedback";"what is the customer service feedback";"what is the customer service feedback."
16205;social;post;"can you tweet [business_name : lif] about their app crashing";"can you tweet lif about their app crashing";"Can you tweet Lifx about their app crashing?"
16024;social;post;"[media_type : tweet] [business_name : verizon customer service]";"tweet verizon customer service";"Tweet Verizon customer service."
27037;social;post;"post the following status to [media_type : facebook]";"post the following status to facebook";"Post the following status to Facebook."
19979;social;post;"[media_type : tweet] a complaint to [business_name : amazon] about late shipment";"tweet a complaint to amazon about late shipment";"Tweet a complaint to Amazon about late shipment"
18896;social;post;"[media_type : tweet] a complaint to [business_name : kohl's customer service]";"tweet a complaint to kohl's customer service";"PDA, tweet a complaint to kohl's customer service"
20557;social;post;"siri open [media_type : twitter] tweet @potus sucks";"siri open twitter tweet @potus sucks";"Siri, open twitter, tweet @POTUS SUCKS!!!"
22697;social;post;"[media_type : tweet] complaint to [business_name : dominoes]";"tweet complaint to dominoes";"Tweet complaint to Dominoes"
19348;social;post;"send a [media_type : tweet] to [business_name : national grid]";"send a tweet to national grid";"Send a tweet to National Grid"
22847;social;post;"send a [media_type : tweet] to company";"send a tweet to company";"Send a tweet to company"
26549;social;post;"i would like to place a call to [business_name : amazon customer service]";"i would like to place a call to amazon customer service";"I would like to place a call to amazon customer service"
