answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
16359;general;joke;"tell me a joke please";"tell me a joke please";"Tell me a joke, please"
1325;general;joke;"tell me some joke";"tell me some joke";"Tell me some joke."
3928;general;joke;"show me a [joke_type : funny] joke";"show me a funny joke";"Show me a funny joke."
23213;general;joke;"jokes";"jokes";"Jokes"
2217;general;joke;"tell me a [joke_type : funny] joke";"tell me a funny joke";"Tell me a funny joke."
10786;general;joke;"find the joke about [food_type : the orange and the banana]";"find the joke about the orange and the banana";"Find the joke about the orange and the banana."
27126;general;joke;"be funny for me";"be funny for me";"Olly, be funny for me."
14831;general;joke;"i want to hear a [joke_type : good] joke";"i want to hear a good joke";"I want to hear a good joke."
19722;general;joke;"please tell me a joke that i'll think is funny";"please tell me a joke that i'll think is funny";"Please tell me a joke that I'll think is funny."
15713;general;joke;"hey olly have you heard any [joke_type : funny] jokes lately";"hey olly have you heard any funny jokes lately";"hey siri have you heard any funny jokes lately"
2216;general;joke;"can you tell me a joke";"can you tell me a joke";"Can you tell me a joke?"
16319;general;joke;"have you heard any [joke_type : good] jokes lately";"have you heard any good jokes lately";"Have you heard any good jokes lately?"
