answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
22803;music;query;"give me name and type of this music";"give me name and type of this music";"give me name and type of this music"
8500;music;query;"check the current playing music title";"check the current playing music title";"check the current playing music title."
18205;music;query;"please tell me the name of this band";"please tell me the name of this band";"Please tell me the name of this band"
20254;music;query;"who sing [song_name : we are the world]";"who sing we are the world";"Who sing We are the world?"
25631;music;query;"show me the picture of the singer";"show me the picture of the singer";"Show me the picture of the singer"
12846;music;query;"was this song in the top twenty";"was this song in the top twenty";"Was this song in the top 20?"
8501;music;query;"bring me the title of current music";"bring me the title of current music";"bring me the title of current music."
7647;music;query;"is that song from [artist_name : shakira]";"is that song from shakira";"Is that song from shakira"
23072;music;query;"from which movie is the song";"from which movie is the song";"from which movie is the song"
6006;music;query;"when was the song playing now released";"when was the song playing now released";"When was the song playing now released?"
15878;music;query;"who's playing the oboe on this piece";"who's playing the oboe on this piece";"Who's playing the oboe on this piece?"
18845;music;query;"what is my most played song";"what is my most played song";"What is my most played song?"
25630;music;query;"tell me the name of the composer";"tell me the name of the composer";"Tell me the name of the composer"
16826;music;query;"what song am i listening to";"what song am i listening to";"What song am I listening to?"
7798;music;query;"what is the name of that song";"what is the name of that song";"What is the name of that song?"
26067;music;query;"what kind of music am i into";"what kind of music am i into";"What kind of music am i into?"
12171;music;query;"what year did this song come out";"what year did this song come out";"What year did this song come out?"
4462;music;query;"who sings the song about a [song_name : long black train]";"who sings the song about a long black train";"Who sings the song about a long black train?"
10779;music;query;"what is this music called";"what is this music called";"What is this music called?"
