answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
3152;iot;hue_lightup;"turn out the lights";"turn out the lights";"Turn out the lights"
13207;iot;hue_lightup;"i can't see let's make it brighter";"i can't see let's make it brighter";"I can't see, let's make it brighter"
4092;iot;hue_lightup;"brighten the lights on the [house_place : front porch]";"brighten the lights on the front porch";"Brighten the lights on the front porch"
17828;iot;hue_lightup;"turn up the lights in here please";"turn up the lights in here please";"Turn up the lights in here, please."
11686;iot;hue_lightup;"can you raise the lights for me please";"can you raise the lights for me please";"Olly can you raise the lights for me please?"
1944;iot;hue_lightup;"set lights [change_amount : to full power]";"set lights to full power";"set lights to full power"
9506;iot;hue_lightup;"turn the lights up";"turn the lights up";"Turn the lights up"
7273;iot;hue_lightup;"turn up the lights";"turn up the lights";"turn up the lights"
2374;iot;hue_lightup;"brighten my [house_place : bedroom] light";"brighten my bedroom light";"brighten my bedroom light"
22730;iot;hue_lightup;"please make arrangements to make the [house_place : hall] so brighter";"please make arrangements to make the hall so brighter";"please make arrangements to make the hall so brighter"
16387;iot;hue_lightup;"increase the brightness in [house_place : this room]";"increase the brightness in this room";"Increase the brightness in this room."
21928;iot;hue_lightup;"turn the lights higher";"turn the lights higher";"turn the lights higher"
2375;iot;hue_lightup;"turn up the light";"turn up the light";"turn up the light"
9857;iot;hue_lightup;"turn the lights brighter";"turn the lights brighter";"Turn the lights brighter"
