answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
25223;lists;query;"what kind of lists do i have";"what kind of lists do i have";"what kind of lists do i have"
9753;lists;query;"display available lists";"display available lists";"Display available lists"
14662;lists;query;"how many lists do i have in contacts";"how many lists do i have in contacts";"How many lists do I have in contacts?"
25663;lists;query;"give me the names of my lists";"give me the names of my lists";"Give me the names of my lists."
9752;lists;query;"what list do i have";"what list do i have";"What list do I have"
7420;lists;query;"tell me what is on the list";"tell me what is on the list";"Tell me what is on the list"
16450;lists;query;"check out my [list_name : to do] list";"check out my to do list";"Check out my to do list."
3636;lists;query;"lists i have";"lists i have";"Lists I have"
11796;lists;query;"tell me what's on my [list_name : shopping] list";"tell me what's on my shopping list";"PDA tell me what's on my shopping list?"
1793;lists;query;"do i have banana in my [list_name : shopping] list";"do i have banana in my shopping list";"Do I have banana in my shopping list"
12141;lists;query;"what are the names of the lists that i have created";"what are the names of the lists that i have created";"What are the names of the lists that I have created?"
25089;lists;query;"list the lists i have";"list the lists i have";"list the lists i have"
18395;lists;query;"can i have my list";"can i have my list";"Can I have my list"
18602;lists;query;"do i have anything planned for [date : today]";"do i have anything planned for today";"Do i got anything planned for today"
14663;lists;query;"what are the titles of the lists in contacts";"what are the titles of the lists in contacts";"What are the titles of the lists in contacts?"
4708;lists;query;"what is my list";"what is my list";"What is my list?"
14511;lists;query;"read me back whats on my [list_name : shopping] list";"read me back whats on my shopping list";"read me back whats on my shopping list"
22043;lists;query;"what on my play list";"what on my play list";"what on my play list"
4311;lists;query;"describe your list";"describe your list";"describe your list"
