answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
2592;transport;taxi;"send an [transport_agency : uber] to me right now";"send an uber to me right now";"Send an uber to me right now."
4074;transport;taxi;"book [transport_type : taxi] for now";"book taxi for now";"Book taxi for now"
6542;transport;taxi;"reserve a [transport_type : taxi]";"reserve a taxi";"Reserve a taxi"
72;transport;taxi;"book me a [transport_type : cab]";"book me a cab";"Book me a cab olly"
17215;transport;taxi;"book an [transport_agency : uber] for [time : one hour] from now";"book an uber for one hour from now";"book an Uber for 1 hour from now"
12474;transport;taxi;"[transport_type : taxi] now";"taxi now";"PDA, Taxi, now."
2472;transport;taxi;"set up a [transport_type : taxi] for [time : eleven am] [date : tomorrow]";"set up a taxi for eleven am tomorrow";"set up a taxi for 11am tomorrow"
14568;transport;taxi;"i need a [transport_type : taxi] to pick me up at the house and take me [place_name : downtown]";"i need a taxi to pick me up at the house and take me downtown";"I need a taxi to pick me up at the house and take me downtown."
17216;transport;taxi;"call [transport_type : taxi]";"call taxi";"call taxi"
23397;transport;taxi;"google [transport_agency : uber]";"google uber";"google uber"
3947;transport;taxi;"i am in need of a [transport_type : taxi] right now";"i am in need of a taxi right now";"I am in need of a taxi right now."
7288;transport;taxi;"book an [transport_agency : uber] to [place_name : los angeles cinemas] [time : in one hour]";"book an uber to los angeles cinemas in one hour";"book an uber to LA cinemas in one hour"
17456;transport;taxi;"call a [transport_type : taxi] to pick me up right now";"call a taxi to pick me up right now";"Call a taxi to pick me up right now."
18892;transport;taxi;"book me an [transport_agency : uber] ride to go [place_name : home]";"book me an uber ride to go home";"Book me an Uber ride to go home"
24879;transport;taxi;"book a [transport_type : taxi] for pickup at my current location in [time : one hour's] time";"book a taxi for pickup at my current location in one hour's time";"Book a taxi for pickup at my current location in one hour's time"
11253;transport;taxi;"can you call a [transport_type : taxi]";"can you call a taxi";"olly can you call a taxi?"
22574;transport;taxi;"book an outstation [transport_type : cab] for [date : tomorrow]";"book an outstation cab for tomorrow";"book an outstaion cab for [date : tomorrow]"
8519;transport;taxi;"book me [transport_agency : golden taxi] for [date : today] at [time : five pm]";"book me golden taxi for today at five pm";"Book me Golden Taxi for today at 5pm."
