answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
99;calendar;remove;"remove [event_name : standup] on [date : Friday] at [time : ten am]";"remove standup on Friday at ten am";"Olly, remove standup on Friday at 10am"
26534;calendar;remove;"update the calendar with the [event_name : last event removed]";"update the calendar with the last event removed";"Alexa, update the calendar with the last event removed"
6924;calendar;remove;"delete an last event reminder of [date : twenty ninth of march twenty seventeen]";"delete an last event reminder of twenty ninth of march twenty seventeen";"Delete an last event reminder of 29/03/2017"
19860;calendar;remove;"take away all events";"take away all events";"Take away all events."
26051;calendar;remove;"erase next calendar event";"erase next calendar event";"Erase next calendar event"
21952;calendar;remove;"clear my schedule for [date : today]";"clear my schedule for today";"clear my schedule for today"
3843;calendar;remove;"cancel everything on my calendar";"cancel everything on my calendar";"Cancel everything on my calendar"
6426;calendar;remove;"cancel my [event_name : meeting] [date : tomorrow]";"cancel my meeting tomorrow";"Cancel my meeting tomorrow."
15633;calendar;remove;"hey olly make sure my calendar is completely clear [date : tomorrow]";"hey olly make sure my calendar is completely clear tomorrow";"hey siri make sure my calendar is completely clear tomorrow"
18553;calendar;remove;"can you delete the [event_name : doctors appointment] i had [date : Tuesday]";"can you delete the doctors appointment i had Tuesday";"Can you delete the doctors appoitment i had tuesday."
7394;calendar;remove;"i wish this event to be removed from my calendar";"i wish this event to be removed from my calendar";"i wish this event to be removed from my calender"
16194;calendar;remove;"remove my [meal_type : dinner] event for [date : monday]";"remove my dinner event for monday";"Remove my dinner event for Monday."
3725;calendar;remove;"delete all my calendar events";"delete all my calendar events";"delete all my calender events"
25566;calendar;remove;"remove all my engagements from calendar for [date : tomorrow]";"remove all my engagements from calendar for tomorrow";"Remove all my engagements from calender for [date : tomorrow]"
14308;calendar;remove;"please clear [person : jeff's] [event_name : birthday] from the calendar";"please clear jeff's birthday from the calendar";"Please clear Jeff's birthday from the calendar."
11816;calendar;remove;"can you please disregard the [event_name : party] that i will be going to [date : this weekend] on my calendar";"can you please disregard the party that i will be going to this weekend on my calendar";"Can you please disregard the party that I will be going to this weekend on my calendar."
2914;calendar;remove;"clear all events on my calendar";"clear all events on my calendar";"clear all events on my calender"
13714;calendar;remove;"please clear my calendar for [date : tomorrow]";"please clear my calendar for tomorrow";"Please clear my calendar for tomorrow."
18809;calendar;remove;"i need everything deleted from calendar please";"i need everything deleted from calendar please";"I need everything deleted from calendar please."
1289;calendar;remove;"remove next [event_name : meeting] [date : today] in my calendar";"remove next meeting today in my calendar";"Remove next meeting today in my calendar."
18;calendar;remove;"cancel the [meal_type : breakfast] at [place_name : tiffany's house]";"cancel the breakfast at tiffany's house";"cancel  the breakfast at tiffany's"
17645;calendar;remove;"remove the [event_name : fundraiser for dolphines] in [date : april]";"remove the fundraiser for dolphines in april";"Remove the fundraiser for dolphines in April."
18810;calendar;remove;"please clear out my calendar completely";"please clear out my calendar completely";"Please clear out my calendar completely."
19027;calendar;remove;"delete [event_name : meeting]";"delete meeting";"delete meeting"
18554;calendar;remove;"can you take off the next event on my calendar";"can you take off the next event on my calendar";"Can you take off the next event on my calendar"
25657;calendar;remove;"remove the [event_name : doctor's appointment] i added to my calendar for [date : february twelfth] at [time : nine am]";"remove the doctor's appointment i added to my calendar for february twelfth at nine am";"Remove the doctor's appointment I added to my calendar for February 12th at 9am."
15632;calendar;remove;"hey olly on the [date : twentieth] clear my calendar";"hey olly on the twentieth clear my calendar";"hey siri on the 20th clear my calendar"
14690;calendar;remove;"cancel my event on [date : june nineteenth]";"cancel my event on june nineteenth";"Cancel my event on June 19th"
14268;calendar;remove;"remove all upcoming events please";"remove all upcoming events please";"Remove all upcoming events please."
2915;calendar;remove;"clean my calendar";"clean my calendar";"clean my calender"
2451;calendar;remove;"remove all events from my calendar";"remove all events from my calendar";"Remove all events from my calendar."
12982;calendar;remove;"hi olly please cancel all the programs for [date : friday]";"hi olly please cancel all the programs for friday";"hi google please cancel all the programs for friday"
4325;calendar;remove;"i don't want to attend the [meal_type : dinner] on [date : march first] any more so could you remove it from my agenda";"i don't want to attend the dinner on march first any more so could you remove it from my agenda";"I don't want to attend the dinner on March 1st anymore, so could you remove it from my agenda?"
21572;calendar;remove;"please delete [event_name : all meetings] of [date : today] [time : after seven pm]";"please delete all meetings of today after seven pm";"Please Delete all meetings of today after 7 P.M."
4;calendar;remove;"cancel [event_name : business meeting] on [date : wednesday]";"cancel business meeting on wednesday";"Olly cancel business meeting on wednesday"
14002;calendar;remove;"delete [event_name : appointment] at time";"delete appointment at time";"delete appointment at time"
5939;calendar;remove;"delete my [event_name : dentist appointment]";"delete my dentist appointment";"Delete my dentist appointment."
12057;calendar;remove;"erase my next calendar event";"erase my next calendar event";"erase my next calendar event"
7395;calendar;remove;"i want you to remove this event";"i want you to remove this event";"I want you to remove this event"
3914;calendar;remove;"remove [date : today's] [event_name : meeting] at [timeofday : evening]";"remove today's meeting at evening";"Remove today's meeting at evening"
6017;calendar;remove;"delete all my [event_name : appointments] for [date : today]";"delete all my appointments for today";"Delete all my appointments for today."
6208;calendar;remove;"clear all events for [date : this month]";"clear all events for this month";"Clear all events for this month."
16352;calendar;remove;"cancel all my [event_name : appointments]";"cancel all my appointments";"Cancel all my appointments."
565;calendar;remove;"remove calendar events for [date : this week]";"remove calendar events for this week";"Remove calendar events for this week"
17260;calendar;remove;"remove sample [event_name : meeting] from [app_name : calendar app]";"remove sample meeting from calendar app";"Remove sample meeting from calendar app"
2007;calendar;remove;"whatever the next event is in the calendar delete it";"whatever the next event is in the calendar delete it";"whatever the next event is in the calendar, delete it"
6667;calendar;remove;"get rid of everything on my calendar";"get rid of everything on my calendar";"Get rid of everything on my calendar"
27303;calendar;remove;"please delete this calendar event";"please delete this calendar event";"PDA please delete this calendar event"
12984;calendar;remove;"hi olly please remove the [event_name : birthday] event on [date : coming sunday]";"hi olly please remove the birthday event on coming sunday";"hi google pls remove the birthday event on coming sunday"
10700;calendar;remove;"remove all the reminders from the calendar";"remove all the reminders from the calendar";"remove all the reminders from the calender"
2733;calendar;remove;"remove all the events and schedules";"remove all the events and schedules";"Remove all the events and schedules."
18451;calendar;remove;"erase that from my calendar";"erase that from my calendar";"Erase that from my calendar"
11329;calendar;remove;"delete my next scheduled event please";"delete my next scheduled event please";"Delete my next scheduled event please."
24056;calendar;remove;"cancel [date : tomorrow's] [event_name : meeting]";"cancel tomorrow's meeting";"Ok Google, cancel [date : tomorrow]'s meeting"
2449;calendar;remove;"can you delete all events from my calendar";"can you delete all events from my calendar";"Can you delete all events from my calendar?"
13936;calendar;remove;"delete event for [date : tuesday]";"delete event for tuesday";"Delete event for Tuesday"
25097;calendar;remove;"clear my day on the [date : twenty ninth]";"clear my day on the twenty ninth";"Clear my day on the 29th."
19792;calendar;remove;"delete [meal_type : lunch] [date : tomorrow]";"delete lunch tomorrow";"Delete lunch tommorrpw"
6669;calendar;remove;"clear everything from the calendar";"clear everything from the calendar";"Clear everything from the calendar"
26535;calendar;remove;"delete the events from the calendar on [date : twenty eighth march]";"delete the events from the calendar on twenty eighth march";"Alexa, delete the events from the calendar on 28th march"
11553;calendar;remove;"remove the event from [date : monday]";"remove the event from monday";"Alexa, remove the event from Monday."
18194;calendar;remove;"take off the [event_name : doctor's appointment] on [date : march twentieth]";"take off the doctor's appointment on march twentieth";"Take off the doctor's appointment on march 20th."
17261;calendar;remove;"cancel [event_name : meeting] at [time : three]";"cancel meeting at three";"Cancel meeting at three"
4332;calendar;remove;"delete all [general_frequency : recurring] [event_name : staff meetings]";"delete all recurring staff meetings";"Delete all recurring staff meetings"
16673;calendar;remove;"remove all the events of [date : last month] from the calendar";"remove all the events of last month from the calendar";"Remove all the events of last month from the calendar"
14003;calendar;remove;"i'm not doing thing [date : this week]";"i'm not doing thing this week";"i'm not doing thing this week"
1854;calendar;remove;"delete all events for the [date : next five days]";"delete all events for the next five days";"Delete all events for the next five days"
1542;calendar;remove;"delete all the events of [date : today]";"delete all the events of today";"Delete all the events of today"
21828;calendar;remove;"delete that";"delete that";"Delete that"
13595;calendar;remove;"can you delete the [event_name : dentist appointment]";"can you delete the dentist appointment";"can you delete the dentist appointment?"
11331;calendar;remove;"please remove my next event";"please remove my next event";"Please remove my next event"
16601;calendar;remove;"delete my [event_name : meeting] for [time : one pm] on [date : march nineteenth]";"delete my meeting for one pm on march nineteenth";"Delete my meeting for 1:00 PM on March 19th."
11817;calendar;remove;"i need to cancel my [event_name : rsvp for dinner] this evening can you remove it on my calendar as well";"i need to cancel my rsvp for dinner this evening can you remove it on my calendar as well";"I need to cancel my RSVP for dinner this evening. Can you remove it on my calendar as well?"
9596;calendar;remove;"remove all the events in my calendar";"remove all the events in my calendar";"Remove all the events in my calendar"
2155;calendar;remove;"can you deleted the current event";"can you deleted the current event";"Can you deleted the current event?"
18528;calendar;remove;"event remove";"event remove";"event remove"
21832;calendar;remove;"please delete next [event_name : meeting] with [person : rajesh]";"please delete next meeting with rajesh";"Please delete next meeting with Rajesh."
13938;calendar;remove;"remove meeting for [date : wednesday] [timeofday : morning]";"remove meeting for wednesday morning";"Remove meeting for Wednesday morning"
638;calendar;remove;"dismiss my next event";"dismiss my next event";"Dismiss my next event"
25467;calendar;remove;"give some of delete in [date : today] events";"give some of delete in today events";"GIVE SOME OF DELETE IN TODAY EVENTS"
4069;calendar;remove;"remove my [event_name : car payment] on the [date : fifteenth] from my calendar";"remove my car payment on the fifteenth from my calendar";"Remove my car payment on the 15th from my calendar."
2006;calendar;remove;"delete the next event in the calendar";"delete the next event in the calendar";"delete the next event in the calendar"
8994;calendar;remove;"cancel all [event_name : meetings] for [date : today]";"cancel all meetings for today";"cancel all meetings for today"
12685;calendar;remove;"clear all events from [date : march seven]";"clear all events from march seven";"PDA, clear all events from March 7."
16602;calendar;remove;"remove my calendar event at [time : one pm] [date : today]";"remove my calendar event at one pm today";"Remove my calendar event at 1:00 PM today."
20704;calendar;remove;"please remove the [event_name : appointment] which i have made with [person : mrjim]";"please remove the appointment which i have made with mrjim";"PLEASE REMOVE THE APPOINTMENT WHICH I HAVE MADE WITH MR.JIM."
18452;calendar;remove;"can you remove that on my calendar";"can you remove that on my calendar";"Can you remove that on my calendar"
12122;calendar;remove;"please delete my [meal_type : lunch] date from the [date : march twenty third] schedule";"please delete my lunch date from the march twenty third schedule";"Olly, please delete my lunch date from the March 23rd schedule."
14597;calendar;remove;"list all events and delete";"list all events and delete";"list all events and delete"
25466;calendar;remove;"delete all details in event";"delete all details in event";"DELETE ALL DETAILS IN EVENT"
11140;calendar;remove;"take out event from calendar";"take out event from calendar";"Take out event from calendar"
6210;calendar;remove;"delete my calendar";"delete my calendar";"Delete my calendar."
13497;calendar;remove;"change the plan of [event_name : meeting]";"change the plan of meeting";"change the plan of xxx"
8378;calendar;remove;"delete all [event_name : appointments] for [date : tomorrow]";"delete all appointments for tomorrow";"Delete all appointments for tomorrow"
12687;calendar;remove;"erase my [event_name : appointment] for [date : march seven]";"erase my appointment for march seven";"PDA, erase my appointment for March 7."
24910;calendar;remove;"remove [event_name : birthday party]";"remove birthday party";"remove birthday party"
14970;calendar;remove;"find my next event and delete it please";"find my next event and delete it please";"Find my next event and delete it, please"
23977;calendar;remove;"cancel my [event_name : birthday party]";"cancel my birthday party";"cancel my birthday party"
9049;calendar;remove;"please delete all my calendar events";"please delete all my calendar events";"Please delete all my calendar events"
2519;calendar;remove;"clear off the [event_name : vet appointment] [date : tomorrow]";"clear off the vet appointment tomorrow";"clear off the vet appointment tomorrow"
6923;calendar;remove;"delete an first event of [date : twenty third of march twenty seventeen]";"delete an first event of twenty third of march twenty seventeen";"Delete an first event of 22/03/2017"
16193;calendar;remove;"delete my [meal_type : dinner] [date : tomorrow]";"delete my dinner tomorrow";"Delete my dinner tomorrow."
9595;calendar;remove;"clean my entire calendar";"clean my entire calendar";"Clean my entire calendar"
19859;calendar;remove;"erase all events";"erase all events";"Erase all events."
21511;calendar;remove;"please delete all calendar events";"please delete all calendar events";"Please delete all calendar events"
