answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
4410;lists;remove;"delete the [list_name : dog list] for me";"delete the dog list for me";"Delete the dog list for me"
2811;lists;remove;"delete item on list";"delete item on list";"delete item on list"
19297;lists;remove;"remove the milk from the [list_name : shopping] list";"remove the milk from the shopping list";"remove the milk from the shopping list"
14641;lists;remove;"please delete list titled [list_name : kickball]";"please delete list titled kickball";"Please delete list titled KICKBALL."
12110;lists;remove;"remove this list from the others";"remove this list from the others";"Remove this list from the others"
14516;lists;remove;"please delete the last song that played from the playlist";"please delete the last song that played from the playlist";"Please delete the last song that played from the playlist."
15821;lists;remove;"remove my [list_name : grocery] list";"remove my grocery list";"remove my grocery list"
2138;lists;remove;"take item off list";"take item off list";"take item off list"
12877;lists;remove;"please tell me how can I remove the item";"please tell me how can I remove the item";"please tell me how cani remove the item"
16905;lists;remove;"erase [list_name : shopping] list";"erase shopping list";"Erase Shopping List"
6959;lists;remove;"all food items with the prefix dry should be taken away from the list";"all food items with the prefix dry should be taken away from the list";"All food items with the prefix dry should be taken away from the list."
13071;lists;remove;"remove [list_name : soccer] list from notes";"remove soccer list from notes";"Remove Soccer list from notes"
13937;lists;remove;"remove [meal_type : lunch] with [relation : co workers] on [date : thursday]";"remove lunch with co workers on thursday";"Remove lunch with co workers on Thursday"
5447;lists;remove;"move buying eggs item to trash from [list_name : to do] list";"move buying eggs item to trash from to do list";"move 'buying eggs' item to trash from to do list"
14901;lists;remove;"delete that item from the list";"delete that item from the list";"Delete that item from the list"
3190;lists;remove;"delete [list_name : happy dance] playlist";"delete happy dance playlist";"Delete x playlist"
13203;lists;remove;"this item should be removed from list";"this item should be removed from list";"This item should be removed from list"
22310;lists;remove;"i don't want eggs";"i don't want eggs";"I don't want eggs"
7353;lists;remove;"i want you to remove the item from the list";"i want you to remove the item from the list";"i want you to remove the item from the list"
12000;lists;remove;"take milk off my [list_name : grocery] list";"take milk off my grocery list";"take milk off my grocery list"
9498;lists;remove;"delete the item two from the list";"delete the item two from the list";"delete the item(computer) from the list"
2530;lists;remove;"remove a list of employees";"remove a list of employees";"Remove a list of employees."
12111;lists;remove;"take off this list";"take off this list";"Take off this list"
13705;lists;remove;"remove that from my list";"remove that from my list";"Remove that from my list."
10080;lists;remove;"delete that item from my list";"delete that item from my list";"PDA, delete that item from my list."
11084;lists;remove;"erase previous list";"erase previous list";"Erase previous list."
8543;lists;remove;"remove any kind of list";"remove any kind of list";"remove any kind of list."
14413;lists;remove;"remove [list_name : grocery] list please";"remove grocery list please";"Remove grocery list please."
698;lists;remove;"delete this list";"delete this list";"delete this list"
15931;lists;remove;"delete call newspaper from my [list_name : vacation list]";"delete call newspaper from my vacation list";"delete call newspaper from my vacation list"
1791;lists;remove;"delete bread from [list_name : shopping] list";"delete bread from shopping list";"delete bread from shopping list"
6032;lists;remove;"remove the second row from the list";"remove the second row from the list";"Remove the 2nd row from the list"
12782;lists;remove;"delete my list of [list_name : appointments] for [date : tomorrow]";"delete my list of appointments for tomorrow";"Delete my list of appointments for tomorrow"
12560;lists;remove;"can you remove my [list_name : to do] list";"can you remove my to do list";"Can you remove my to do list?"
11527;lists;remove;"open lists remove list";"open lists remove list";"Open lists. remove list"
12781;lists;remove;"find my [list_name : shopping] list and delete it";"find my shopping list and delete it";"Find my shopping list and delete it"
14515;lists;remove;"i want to cancel the recording i have on the [list_name : dvr] list for this [timeofday : morning]";"i want to cancel the recording i have on the dvr list for this morning";"I want to cancel the recording I have on the DVR list for this morning."
14900;lists;remove;"remove the last item";"remove the last item";"Remove the last item"
2028;lists;remove;"delete the following list";"delete the following list";"delete the following list:"
13008;lists;remove;"cancel list";"cancel list";"cancel list"
7852;lists;remove;"get rid of the [list_name : wednesday] list";"get rid of the wednesday list";"Get rid of the Wednesday list"
16643;lists;remove;"show list items";"show list items";"PDA, show list items"
10794;lists;remove;"remove item from list";"remove item from list";"remove item from list"
12559;lists;remove;"delete [list_name : shopping] list";"delete shopping list";"Delete shopping list."
12783;lists;remove;"remove my list of contacts from work";"remove my list of contacts from work";"Remove my list of contacts from work"
19299;lists;remove;"take out the milk from the [list_name : shopping] list";"take out the milk from the shopping list";"take out the milk from the shopping list"
11714;lists;remove;"delete list for [list_name : groceries]";"delete list for groceries";"Olly, delete list for groceries"
3191;lists;remove;"remove [list_name : night night] playlist";"remove night night playlist";"Remove x playlist"
26589;lists;remove;"please delete this item";"please delete this item";"please delete this item"
14034;lists;remove;"delete list blank";"delete list blank";"pda delete list blank"
12403;lists;remove;"please remove item a from my list";"please remove item a from my list";"please remove item a from my list"
3874;lists;remove;"remove apple from list";"remove apple from list";"Remove apple from list"
5412;lists;remove;"reset my [list_name : locations] list";"reset my locations list";"Reset my locations list"
24062;lists;remove;"remove my [list_name : to do] list";"remove my to do list";"remove my to do list"
8182;lists;remove;"remove the list of person starting from letter m in my [list_name : contact list]";"remove the list of person starting from letter m in my contact list";"Remove the list of person starting from letter M in my contact list"
21404;lists;remove;"remove my [list_name : shopping] list";"remove my shopping list";"Remove my shopping list"
20845;lists;remove;"remove apples from my [list_name : shopping] list";"remove apples from my shopping list";"remove apples from my shopping list"
7853;lists;remove;"remove the list called [list_name : party time]";"remove the list called party time";"Remove the list called Party Time"
17467;lists;remove;"kill item";"kill item";"kill item"
18367;lists;remove;"remove last played song";"remove last played song";"remove last played song"
12378;lists;remove;"drop it from list";"drop it from list";"drop {item} from list"
25208;lists;remove;"please delete the [list_name : shopping] list";"please delete the shopping list";"Please delete the shopping list."
12879;lists;remove;"delete an item";"delete an item";"delete an item"
21405;lists;remove;"remove the [list_name : guest] list i created [date : last week]";"remove the guest list i created last week";"Remove the guest list I created last week"
