answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
25451;news;query;"open [media_type : cnn] app";"open cnn app";"Open CNN app"
26655;news;query;"what is happening in the [place_name : world] news";"what is happening in the world news";"What is happening in the world news?"
1958;news;query;"what is new";"what is new";"what is new?"
17636;news;query;"has anything happened to [news_topic : mass effect]";"has anything happened to mass effect";"Has anything happened to Mass Effect?"
13412;news;query;"tell me the news about [news_topic : jallikattu] in [place_name : tamil nadu]";"tell me the news about jallikattu in tamil nadu";"tell me the news about jallikattu in tamil nadu"
4333;news;query;"please tell me the latest news about [news_topic : politics]";"please tell me the latest news about politics";"please tell me the latest news about politics"
21874;news;query;"what's the latest on [news_topic : the travel ban]";"what's the latest on the travel ban";"What's the latest on the travel ban?"
6469;news;query;"set notification from [media_type : world news]";"set notification from world news";"Set notification from world news"
3415;news;query;"i want to know the latest [news_topic : local news] of [place_name : the city]";"i want to know the latest local news of the city";"I want to know the latest local news of the city"
3266;news;query;"tell me about the latest [news_topic : sports] news";"tell me about the latest sports news";"Tell me about the latest sports news"
4863;news;query;"get news about new [news_topic : foreign policy]";"get news about new foreign policy";"get news about new foreign policy"
10593;news;query;"open the [media_type : local news] app";"open the local news app";"Open the local news app."
9491;news;query;"what is latest news about this [place_name : world]";"what is latest news about this world";"what is latest news about this world"
8941;news;query;"tell me about the [news_topic : presidential race]";"tell me about the presidential race";"Tell me about the presidential race."
16284;news;query;"what's happened in the news recently";"what's happened in the news recently";"What's happened in the news recently?"
25312;news;query;"what's the latest news on [person : donald trump]";"what's the latest news on donald trump";"What's the latest news on Donald Trump?"
20125;news;query;"please tell me the latest news about the [news_topic : election scenario] in our [place_name : state]";"please tell me the latest news about the election scenario in our state";"Please tell me the latest news about the election scenario in our state."
21867;news;query;"whats the latest";"whats the latest";"Whats the latest?"
22091;news;query;"what are the top stories on [media_type : cnn]";"what are the top stories on cnn";"What are the top stories on CNN?"
