answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
19792;calendar;remove;"delete [meal_type : lunch] [date : tomorrow]";"delete lunch tomorrow";"Delete lunch tommorrpw"
6669;calendar;remove;"clear everything from the calendar";"clear everything from the calendar";"Clear everything from the calendar"
26535;calendar;remove;"delete the events from the calendar on [date : twenty eighth march]";"delete the events from the calendar on twenty eighth march";"Alexa, delete the events from the calendar on 28th march"
11553;calendar;remove;"remove the event from [date : monday]";"remove the event from monday";"Alexa, remove the event from Monday."
18194;calendar;remove;"take off the [event_name : doctor's appointment] on [date : march twentieth]";"take off the doctor's appointment on march twentieth";"Take off the doctor's appointment on march 20th."
17261;calendar;remove;"cancel [event_name : meeting] at [time : three]";"cancel meeting at three";"Cancel meeting at three"
4332;calendar;remove;"delete all [general_frequency : recurring] [event_name : staff meetings]";"delete all recurring staff meetings";"Delete all recurring staff meetings"
16673;calendar;remove;"remove all the events of [date : last month] from the calendar";"remove all the events of last month from the calendar";"Remove all the events of last month from the calendar"
14003;calendar;remove;"i'm not doing thing [date : this week]";"i'm not doing thing this week";"i'm not doing thing this week"
1854;calendar;remove;"delete all events for the [date : next five days]";"delete all events for the next five days";"Delete all events for the next five days"
1542;calendar;remove;"delete all the events of [date : today]";"delete all the events of today";"Delete all the events of today"
21828;calendar;remove;"delete that";"delete that";"Delete that"
13595;calendar;remove;"can you delete the [event_name : dentist appointment]";"can you delete the dentist appointment";"can you delete the dentist appointment?"
11331;calendar;remove;"please remove my next event";"please remove my next event";"Please remove my next event"
16601;calendar;remove;"delete my [event_name : meeting] for [time : one pm] on [date : march nineteenth]";"delete my meeting for one pm on march nineteenth";"Delete my meeting for 1:00 PM on March 19th."
11817;calendar;remove;"i need to cancel my [event_name : rsvp for dinner] this evening can you remove it on my calendar as well";"i need to cancel my rsvp for dinner this evening can you remove it on my calendar as well";"I need to cancel my RSVP for dinner this evening. Can you remove it on my calendar as well?"
9596;calendar;remove;"remove all the events in my calendar";"remove all the events in my calendar";"Remove all the events in my calendar"
2155;calendar;remove;"can you deleted the current event";"can you deleted the current event";"Can you deleted the current event?"
18528;calendar;remove;"event remove";"event remove";"event remove"
