answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
27399;lists;query;"check my list";"check my list";"Check my list"
4140;lists;query;"evaluate [date : today's] schedule";"evaluate today's schedule";"Evaluate today's schedule"
2693;lists;query;"make sure bread is on my [list_name : grocery] list";"make sure bread is on my grocery list";"Make sure bread is on my grocery list"
13692;lists;query;"please tell me what lists i have";"please tell me what lists i have";"Please tell me what lists I have."
16955;lists;query;"list entry";"list entry";"list entry"
12420;lists;query;"anything else left on the list";"anything else left on the list";"Olly, anything else left on the list?"
16595;lists;query;"what are the jobs to be done [date : today]";"what are the jobs to be done today";"What are the jobs to be done today ?"
8052;lists;query;"recite the [list_name : schedules] of the list";"recite the schedules of the list";"recite the schedules of the list."
20215;lists;query;"please read me my current lists";"please read me my current lists";"Olly, please read me my current lists."
67;lists;query;"read list for me please";"read list for me please";"read a books to read list for me please"
4699;lists;query;"check item five on my [list_name : to do] list";"check item five on my to do list";"check item 5 on my to do list"
12140;lists;query;"what are my available lists";"what are my available lists";"What are my available lists?"
10848;lists;query;"what all lists are available";"what all lists are available";"What all lists are available?"
14510;lists;query;"can you tell me whats on my [list_name : shopping] list";"can you tell me whats on my shopping list";"can you tell me whats on my shopping list?"
10455;lists;query;"did i add milk to the [list_name : shopping] list";"did i add milk to the shopping list";"Did I add milk to the shopping list?"
3580;lists;query;"what lists do i have";"what lists do i have";"What lists do I have"
18624;lists;query;"name the lists available";"name the lists available";"Name me off the lists avaible"
23129;lists;query;"find list in my pda";"find list in my pda";"find list in my pda"
15737;lists;query;"read available lists";"read available lists";"Read available lists."
