answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
10764;play;music;"i want to hear [song_name : purple haze]";"i want to hear purple haze";"I want to hear purple haze"
25863;play;music;"[song_name : hips dont lie] thats the song i would like you to play for me";"hips dont lie thats the song i would like you to play for me";"XXX. Thats the song i would like you to play for me."
19675;play;music;"pull up my [playlist_name : party playlist]";"pull up my party playlist";"Pull up my party palylist."
9432;play;music;"play [song_name : green day]";"play green day";"play greenday"
22423;play;music;"run [music_genre : indian folk] song";"run indian folk song";"run indian folk song"
13320;play;music;"i would like to hear [song_name : heathens] by [artist_name : twenty one pilots]";"i would like to hear heathens by twenty one pilots";"I would like to hear Heathens by Twenty one Pilots."
4340;play;music;"i want to hear [song_name : tum hi ho] next";"i want to hear tum hi ho next";"I want to hear Tum hi ho next."
13779;play;music;"play a song that will make me smile";"play a song that will make me smile";"Play a song that will make me smile"
20500;play;music;"play [song_name : thinking out loud] next";"play thinking out loud next";"Play Thinking Out Loud next"
3985;play;music;"play [artist_name : hopsin] from my latest playlist";"play hopsin from my latest playlist";"Play Hopsin from my Latest playlist."
6045;play;music;"i want to listen to [music_genre : soft rock]";"i want to listen to soft rock";"I want to listen to soft rock."
15230;play;music;"i would like to hear some [music_genre : rap] music";"i would like to hear some rap music";"I would like to hear some rap music."
9624;play;music;"initiate [artist_name : celine dion] music";"initiate celine dion music";"Initiate Celine Dion music"
5699;play;music;"find and queue all songs of [artist_name : kate perry] and play all [player_setting : without shuffling]";"find and queue all songs of kate perry and play all without shuffling";"Find and queue all songs of Kate Perry and play all without shuffling."
13108;play;music;"start playing my song list";"start playing my song list";"Start playing my song list."
3066;play;music;"i want to hear [artist_name : chopin] now";"i want to hear chopin now";"I want to hear Chopin now"
13111;play;music;"let's play [playlist_name : workout playlist]";"let's play workout playlist";"Let's play workout playlist"
10606;play;music;"play all songs by [artist_name : metallica] on [player_setting : shuffle]";"play all songs by metallica on shuffle";"Play all songs by Metallica on shuffle."
19097;play;music;"play what live";"play what live";"Play what live"
