answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
5647;play;radio;"start the radio";"start the radio";"Start the radio Olly."
10580;play;radio;"turn it to [radio_name : frequency nine hundred and ninety seven]";"turn it to frequency nine hundred and ninety seven";"Turn it to frequency 99.7"
10427;play;radio;"would you please turn on the [radio_name : am radio]";"would you please turn on the am radio";"PDA: Would you please turn on the AM radio?"
3778;play;radio;"can you turn on [app_name : pandora]";"can you turn on pandora";"Cortana, can you turn on Pandora?"
600;play;radio;"play [radio_name : bbc] radio";"play bbc radio";"Play BBC radio"
21149;play;radio;"give me a [music_genre : classical] radio station";"give me a classical radio station";"Give me a classical radio station."
24254;play;radio;"play for me american idol show";"play for me american idol show";"Play for me American Idol show"
7142;play;radio;"start radio and go to frequency on [radio_name : nine hundred and forty three]";"start radio and go to frequency on nine hundred and forty three";"Start radio and go to frequency on 94.3"
12572;play;radio;"please start the radio";"please start the radio";"Please start the radio."
14352;play;radio;"turn on radio";"turn on radio";"turn on radio"
4405;play;radio;"find me the [radio_name : local npr] station";"find me the local npr station";"Find me the local NPR station."
23926;play;radio;"play [media_type : music] now from [radio_name : radio plus]";"play music now from radio plus";"Play Music Now from Radio+"
14545;play;radio;"please play the [radio_name : local latin music channel] on the radio";"please play the local latin music channel on the radio";"Please play the local Latin music channel on the radio,"
21269;play;radio;"i want to listen to [radio_name : one oh one point one the whiz]";"i want to listen to one oh one point one the whiz";"Olly, i want to listen to 101.1 the whiz"
6447;play;radio;"play the radio band with [radio_name : sports commentary]";"play the radio band with sports commentary";"Play the radio band with sports commentary"
2334;play;radio;"what are the new [music_genre : rock] radio stations";"what are the new rock radio stations";"what are the new rock radio stations?"
24160;play;radio;"can you play beats [radio_name : one radio]";"can you play beats one radio";"can you play beats 1 rtadio"
25790;play;radio;"play [radio_name : hoizer radio station] from my [app_name : pandora] app";"play hoizer radio station from my pandora app";"Play Hoizer radio station from my Pandora app."
23347;play;radio;"open radio frequency [radio_name : ninety nine point five]";"open radio frequency ninety nine point five";"open radio frequency 99.5"
