answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
8625;iot;hue_lightup;"a little brighter thanks";"a little brighter thanks";"a little brighter thanks"
11687;iot;hue_lightup;"i need the lights raised can you do that";"i need the lights raised can you do that";"I need the lights raised,  can you do that Olly?"
2909;iot;hue_lightup;"increase the light [change_amount : a little]";"increase the light a little";"Increase the light a little."
14610;iot;hue_lightup;"brighten up the lighting";"brighten up the lighting";"brighten up the lighting"
1862;iot;hue_lightup;"brighten the [device_type : lamp next to the sofa]";"brighten the lamp next to the sofa";"Brighten the lamp next to the sofa"
4285;iot;hue_lightup;"turn up the lights please";"turn up the lights please";"Turn up the lights please."
3853;iot;hue_lightup;"please turn the lights up";"please turn the lights up";"Cortana, please turn the lights up."
20052;iot;hue_lightup;"increase the light";"increase the light";"increase the light"
24984;iot;hue_lightup;"add light";"add light";"add light"
9018;iot;hue_lightup;"i can't see turn up the lights";"i can't see turn up the lights";"I can't see, turn up the lights."
3585;iot;hue_lightup;"lights brighter";"lights brighter";"Lights brighter"
22729;iot;hue_lightup;"please put [device_type : all the lights]";"please put all the lights";"Please put all the lights"
10400;iot;hue_lightup;"turn up the brightness";"turn up the brightness";"Turn up the brightness"
16828;iot;hue_lightup;"raise the [device_type : lamp's light]";"raise the lamp's light";"Raise the lamp's light."
