answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
375;general;dontcare;"really wouldn't mind.";"really wouldn't mind.";"really wouldn't mind."
202;general;dontcare;"that is of no importance for me, olly.";"that is of no importance for me, olly.";"that is of no importance for me, olly."
18;general;dontcare;"that is unimportant with me.";"that is unimportant with me.";"that is unimportant with me."
411;general;dontcare;"would not really mind.";"would not really mind.";"would not really mind."
156;general;dontcare;"i would not mind for any one, olly.";"i would not mind for any one, olly.";"i would not mind for any one, olly."
147;general;dontcare;"i don't mind for any one, olly.";"i don't mind for any one, olly.";"i don't mind for any one, olly."
38;general;dontcare;"this does not matter, olly.";"this does not matter, olly.";"this does not matter, olly."
185;general;dontcare;"have no idea regarding to which to choose.";"have no idea regarding to which to choose.";"have no idea regarding to which to choose."
140;general;dontcare;"do not really mind for any one.";"do not really mind for any one.";"do not really mind for any one."
271;general;dontcare;"that does not matter.";"that does not matter.";"that does not matter."
61;general;dontcare;"have no idea regarding to which to select.";"have no idea regarding to which to select.";"have no idea regarding to which to select."
307;general;dontcare;"whatever, olly.";"whatever, olly.";"whatever, olly."
186;general;dontcare;"it is unimportant to me.";"it is unimportant to me.";"it is unimportant to me."
189;general;dontcare;"any one will be ok with me, olly.";"any one will be ok with me, olly.";"any one will be ok with me, olly."
286;general;dontcare;"i don't really care.";"i don't really care.";"i don't really care."
297;general;dontcare;"anything is good to me.";"anything is good to me.";"anything is good to me."
55;general;dontcare;"anything would be okay with me.";"anything would be okay with me.";"anything would be okay with me."
203;general;dontcare;"that is of no importance for me.";"that is of no importance for me.";"that is of no importance for me."
136;general;dontcare;"doesn't really matter with me.";"doesn't really matter with me.";"doesn't really matter with me."
