answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
16574;transport;ticket;"book a [transport_type : train] ticket for an [time : eight am] ride to [place_name : charleston west virginia]";"book a train ticket for an eight am ride to charleston west virginia";"Book a train ticket for an 8 AM ride to Charleston, West Virginia"
20610;transport;ticket;"confirm a railway reservation ticket to [place_name : california]";"confirm a railway reservation ticket to california";"Confirm a railway reservation ticket to california"
5909;transport;ticket;"i want to book a [transport_type : train] ticket";"i want to book a train ticket";"I want to book a train ticket"
10250;transport;ticket;"book [transport_type : train] to [place_name : london]";"book train to london";"Book train to LA"
23422;transport;ticket;"please book [transport_type : train] ticket from [place_name : mumbai] to [place_name : sangli] for [date : tomorrow] [timeofday : morning]";"please book train ticket from mumbai to sangli for tomorrow morning";"Please book train ticket from mumbai to sangli for tommorow morning."
11072;transport;ticket;"i need a ticket on the [transport_type : train] to [place_name : new york city] [date : tomorrow]";"i need a ticket on the train to new york city tomorrow";"I need a ticket on the train to New York City tomorrow"
3212;transport;ticket;"book me a [transport_type : train] ticket to [place_name : newcastle]";"book me a train ticket to newcastle";"Book me a train ticket to..."
15324;transport;ticket;"order a [transport_type : train] ticket to [place_name : los angeles] now";"order a train ticket to los angeles now";"Olly, order a train ticket to Los Angeles now."
5557;transport;ticket;"ticket for [place_name : bombay]";"ticket for bombay";"ticket for bombay"
8551;transport;ticket;"book me a [transport_descriptor : single] [transport_type : train] ticket travelling to [place_name : new york city] leaving [time : after nine am]";"book me a single train ticket travelling to new york city leaving after nine am";"book me a single train ticket travelling to New York CIty, leaving after 9:00am"
13674;transport;ticket;"i need a ticket for a [transport_type : train] ride to [place_name : atlanta]";"i need a ticket for a train ride to atlanta";"Olly I need a ticket for a train ride to atlanta"
13913;transport;ticket;"i need to get a ticket via [transport_type : train] to [place_name : orlando from hwood]";"i need to get a ticket via train to orlando from hwood";"I need to get a ticket via train to Orlando from Hollywood."
17910;transport;ticket;"find me a cheap [transport_type : train] ticket for [place_name : miamy]";"find me a cheap train ticket for miamy";"find me a cheap train ticket for miamy"
17904;transport;ticket;"buy me a ticket to [place_name : boston]";"buy me a ticket to boston";"Buy me a ticket to Boston."
2434;transport;ticket;"set up a [transport_type : train] ticket for [date : next week] [date : Friday]";"set up a train ticket for next week Friday";"set up a train ticket for next week friday"
6905;transport;ticket;"book a ticket for me on a [transport_type : train] to get to [place_name : boston] [date : tomorrow] what is available";"book a ticket for me on a train to get to boston tomorrow what is available";"Book a ticket for me on a train to get to Boston tomorrow, what is available?"
24558;transport;ticket;"please [transport_type : train]";"please train";"please train"
21618;transport;ticket;"please book a ticket form [place_name : jaipur] to [place_name : mumbai] on [date : tuesday]";"please book a ticket form jaipur to mumbai on tuesday";"Please book a ticket form Jaipur to Mumbai on Tuesday."
25943;transport;ticket;"i need a gold class ticket on [transport_type : train] [transport_name : number five] using my credit card";"i need a gold class ticket on train number five using my credit card";"I need a gold class ticket on train no XXX using my credit card"
