answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
17925;takeaway;query;"tell me which catering packages are available";"tell me which catering packages are available";"Tell me which catering packages are available."
5122;takeaway;query;"hey does that [business_type : restaurant] have [order_type : takeout]";"hey does that restaurant have takeout";"Hey PDA, does that restaurant have takeout?"
22034;takeaway;query;"is the [business_type : restaurant] having [order_type : delivery] facility";"is the restaurant having delivery facility";"Is the restaurant having delivery facility ?"
11349;takeaway;query;"tell me when [business_name : taco bell] can deliver my dinner";"tell me when taco bell can deliver my dinner";"tell me when taco bell can deliver my dinner"
85;takeaway;query;"most rated [order_type : delivery] options for [food_type : chinese] food";"most rated delivery options for chinese food";"olly, list most rated deliveroo options for chinese food"
9099;takeaway;query;"is [business_name : gus's] a [order_type : take out] place";"is gus's a take out place";"Is Gus's a take out place?"
25502;takeaway;query;"does [business_name : lechateau] have [order_type : delivery] service or only [order_type : takeaway]";"does lechateau have delivery service or only takeaway";"Does LeChateau have delivery service or only takeway?"
13794;takeaway;query;"can i take food home here";"can i take food home here";"Can I take food home here?"
22067;takeaway;query;"can i get [order_type : takeaway] from [business_name : pings]";"can i get takeaway from pings";"Can I get takeaway from Pings?"
15187;takeaway;query;"does [business_name : charley's steakhouse] deliver";"does charley's steakhouse deliver";"Does Charley's Steakhouse deliver?"
12481;takeaway;query;"does the nearby [business_name : dominos] have delivery";"does the nearby dominos have delivery";"Does the nearby dominos have delivery"
5124;takeaway;query;"does that [business_type : restaurant] allow [order_type : take out] orders";"does that restaurant allow take out orders";"Does that restaurant allow take-out orders?"
2045;takeaway;query;"search if the [business_type : restaurant] does [order_type : take out]";"search if the restaurant does take out";"search if the restaurant does take out"
11348;takeaway;query;"tell me if [business_name : taco bell] delivers";"tell me if taco bell delivers";"Tell me if taco bell delivers"
24582;takeaway;query;"find if [order_type : takeaway] possible in [business_type : restaurant] [business_name : pizzahouse]";"find if takeaway possible in restaurant pizzahouse";"find if takeaway possible in restaurant xy?"
10468;takeaway;query;"what happened to my [food_type : pizza] order it has been an [time : hour] since i ordered";"what happened to my pizza order it has been an hour since i ordered";"What happened to my Pizza order? it has been an hour since I ordered"
9144;takeaway;query;"maximum kilometer to [order_type : delivery]";"maximum kilometer to delivery";"maximum kilometer to delivery"
6155;takeaway;query;"what time can i [order_type : pick up] my food";"what time can i pick up my food";"What time can I pick up my food?"
15581;takeaway;query;"where is the closest spot to order food for [order_type : pickup]";"where is the closest spot to order food for pickup";"Where is the closest spot to order food for pickup?"
