answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
12942;social;query;"who's [event_name : birthdays] are [date : today] on [media_type : facebook]";"who's birthdays are today on facebook";"Who's birthdays are today on Facebook?"
12619;social;query;"tell me what's going on with [media_type : facebook]";"tell me what's going on with facebook";"Tell me what's going on with Facebook."
20685;social;query;"is there anything important happening on social media";"is there anything important happening on social media";"Is there anything important happening on social media"
10211;social;query;"[media_type : instagram]";"instagram";"Instagram"
12834;social;query;"read to me the last messages in my feed";"read to me the last messages in my feed";"Read to me the last messages in my feed."
10433;social;query;"has [person : john] replied to my [media_type : facebook] post";"has john replied to my facebook post";"Has John replied to my Facebook post?"
799;social;query;"do i have new likes";"do i have new likes";"Do I have new likes?"
2066;social;query;"what trending on [media_type : twitter]";"what trending on twitter";"What trending on twitter?"
4640;social;query;"check my last post on [media_type : facebook]";"check my last post on facebook";"check my last post on facebook"
11791;social;query;"what's hot social media topics";"what's hot social media topics";"Olly, what's hot social media topics?"
7027;social;query;"give me my [media_type : facebook] update [general_frequency : every three hours]";"give me my facebook update every three hours";"Give me my Facebook update every 3 hours."
14965;social;query;"please check my [media_type : facebook] account";"please check my facebook account";"Please check my Facebook account."
16542;social;query;"are there any new [media_type : snapchats]";"are there any new snapchats";"Are there any new Snapchats?"
21696;social;query;"did [person : mark] post anything new on [media_type : facebook]";"did mark post anything new on facebook";"Did Mark post anything new on Facebook"
18958;social;query;"please check the news on [media_type : social media]";"please check the news on social media";"Please check the news on social media"
7997;social;query;"show me latest notifications";"show me latest notifications";"Show me latest notifications"
9176;social;query;"how many people are following me on [media_type : twitter] now";"how many people are following me on twitter now";"How many people are following me on twitter now?"
8925;social;query;"latest [media_type : instagram] posts";"latest instagram posts";"latest instagram posts"
