answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
263;general;explain;"your words was not so clear.";"your words was not so clear.";"your words was not so clear."
26;general;explain;"i do not catch up with you.";"i do not catch up with you.";"i do not catch up with you."
397;general;explain;"will you further elaborate me on it please.";"will you further elaborate me on it please.";"will you further elaborate me on it please."
289;general;explain;"would you please elaborate more on your response to me.";"would you please elaborate more on your response to me.";"would you please elaborate more on your response to me."
244;general;explain;"i did not catch that.";"i did not catch that.";"i did not catch that."
115;general;explain;"s1, please elaborate me on your answer further.";"s1, please elaborate me on your answer further.";"s1, please elaborate me on your answer further."
641;general;explain;"could you elaborate me more on your response please.";"could you elaborate me more on your response please.";"could you elaborate me more on your response please."
359;general;explain;"i was not clear about what you just said now.";"i was not clear about what you just said now.";"i was not clear about what you just said now."
4;general;explain;"i could not understand this.";"i could not understand this.";"i could not understand this."
48;general;explain;"explain further on last sentence to me please.";"explain further on last sentence to me please.";"explain further on last sentence to me please."
588;general;explain;"what you have said was not so clear to me.";"what you have said was not so clear to me.";"what you have said was not so clear to me."
170;general;explain;"please rephrase more on what you have just said to me.";"please rephrase more on what you have just said to me.";"please rephrase more on what you have just said to me."
373;general;explain;"can you please further explain me about that.";"can you please further explain me about that.";"can you please further explain me about that."
638;general;explain;"further elaborate me on what you have said please.";"further elaborate me on what you have said please.";"further elaborate me on what you have said please."
198;general;explain;"once again elaborate me on that.";"once again elaborate me on that.";"once again elaborate me on that."
313;general;explain;"i don't get this.";"i don't get this.";"i don't get this."
524;general;explain;"s2, i don't get your words.";"s2, i don't get your words.";"s2, i don't get your words."
117;general;explain;"please rephrase me more on what you said now.";"please rephrase me more on what you said now.";"please rephrase me more on what you said now."
510;general;explain;"what did you mean by it.";"what did you mean by it.";"what did you mean by it."
