answerid;scenario;intent;answer_annotation;answer_from_anno;answer_from_user
141;general;negate;"shit, not correct.";"shit, not correct.";"shit, not correct."
242;general;negate;"this is not the correct answer.";"this is not the correct answer.";"this is not the correct answer."
494;general;negate;"i asked for something else.";"i asked for something else.";"i asked for something else."
83;general;negate;"i think you made mistake, please change this.";"i think you made mistake, please change this.";"i think you made mistake, please change this."
126;general;negate;"listen carefully that is not correct.";"listen carefully that is not correct.";"listen carefully that is not correct."
567;general;negate;"oops, that's not the right response.";"oops, that's not the right response.";"oops, that's not the right response."
8;general;negate;"uh no, i think incorrect command.";"uh no, i think incorrect command.";"uh no, i think incorrect command."
650;general;negate;"i did not ask for that.";"i did not ask for that.";"i did not ask for that."
790;general;negate;"i am sorry but i think it's not the right command.";"i am sorry but i think it's not the right command.";"i am sorry but i think it's not the right command."
820;general;negate;"wrong i will repeat the command now.";"wrong i will repeat the command now.";"wrong i will repeat the command now."
523;general;negate;"thats not it please do it again.";"thats not it please do it again.";"thats not it please do it again."
331;general;negate;"i do not think that was correct.";"i do not think that was correct.";"i do not think that was correct."
157;general;negate;"thanks but it is not correct command.";"thanks but it is not correct command.";"thanks but it is not correct command."
270;general;negate;"that was not what i meant.";"that was not what i meant.";"that was not what i meant."
371;general;negate;"i think you made some mistake, please check it.";"i think you made some mistake, please check it.";"i think you made some mistake, please check it."
173;general;negate;"oops, i think you do not understand me.";"oops, i think you do not understand me.";"oops, i think you do not understand me."
725;general;negate;"that wasn't it.";"that wasn't it.";"that wasn't it."
854;general;negate;"you didn't get it correctly.";"you didn't get it correctly.";"you didn't get it correctly."
752;general;negate;"uhh no, i think you've done this incorrectly.";"uhh no, i think you've done this incorrectly.";"uhh no, i think you've done this incorrectly."
